ID,Gender,Age,Customer_Type,Type_of_Travel,Class,Flight_Distance,Departure_Delay,Arrival_Delay,Rating
5556,Male,59,Returning,Business,Business,501,18,33,4
5557,Female,40,First-time,Business,Business,588,0,0,2
5558,Male,59,Returning,Business,Business,588,33,83,5
5559,Female,23,First-time,Business,Business,588,57,65,0
5560,Male,50,Returning,Business,Business,2203,0,0,5
5561,Male,52,Returning,Business,Business,3627,0,8,5
5562,Female,63,Returning,Business,Economy,501,32,20,4
5563,Female,41,Returning,Business,Business,3020,0,0,5
5564,Male,50,Returning,Business,Economy,588,0,0,4
5565,Female,48,Returning,Business,Business,2668,33,39,4
5566,Female,44,Returning,Personal,Economy,501,147,187,5
5567,Female,12,Returning,Personal,Economy,588,85,93,5
5568,Male,69,Returning,Personal,Economy,588,5,0,3
5569,Male,51,Returning,Personal,Economy,501,0,0,5
5570,Male,54,Returning,Personal,Economy,588,45,101,2
5571,Male,45,Returning,Personal,Economy,501,116,86,3
5572,Male,60,Returning,Personal,Economy,501,0,0,5
5573,Female,21,First-time,Personal,Economy,501,0,0,5
5574,Female,23,Returning,Personal,Economy,588,0,0,4
5575,Male,14,Returning,Personal,Economy,501,0,12,4
5576,Female,15,Returning,Personal,Economy,588,0,42,4
5577,Male,31,Returning,Personal,Economy,588,0,0,4
5578,Female,61,Returning,Personal,Economy,501,8,66,4
5579,Male,38,Returning,Personal,Economy,501,0,0,5
5580,Female,50,Returning,Business,Business,2716,0,0,5
5581,Female,33,First-time,Business,Economy Plus,588,0,14,2
5582,Female,51,Returning,Business,Economy Plus,501,0,0,1
5583,Female,41,Returning,Personal,Economy Plus,501,0,0,3
5584,Female,28,Returning,Business,Business,685,4,15,4
5585,Female,28,Returning,Business,Business,2064,0,0,4
5586,Female,43,Returning,Business,Business,685,0,0,3
5587,Male,60,Returning,Business,Business,624,0,0,3
5588,Male,38,Returning,Business,Business,3777,0,0,3
5589,Female,60,Returning,Business,Business,3215,0,0,1
5590,Female,50,Returning,Business,Business,2727,11,41,5
5591,Male,15,Returning,Personal,Business,624,8,0,5
5592,Male,28,Returning,Personal,Business,685,0,0,4
5593,Female,53,Returning,Business,Business,624,44,142,4
5594,Male,60,Returning,Business,Business,685,75,68,4
5595,Male,23,First-time,Business,Economy,685,0,0,0
5596,Female,54,Returning,Business,Business,685,2,0,2
5597,Female,28,Returning,Business,Business,2499,87,89,5
5598,Male,41,Returning,Business,Business,2358,14,0,3
5599,Male,55,Returning,Business,Business,1878,0,0,5
5600,Male,48,Returning,Business,Business,685,0,26,2
5601,Male,30,Returning,Business,Business,3263,23,23,1
5602,Female,57,Returning,Business,Business,3208,0,0,2
5603,Female,57,Returning,Business,Business,685,0,0,2
5604,Female,52,Returning,Business,Business,3746,13,31,1
5605,Male,9,First-time,Business,Economy,685,0,0,1
5606,Male,42,Returning,Business,Business,3682,116,128,5
5607,Male,61,Returning,Business,Business,2002,0,0,4
5608,Male,33,Returning,Business,Business,3781,12,0,5
5609,Female,55,Returning,Business,Business,3496,5,0,5
5610,Female,47,Returning,Business,Business,2196,26,27,2
5611,Male,54,Returning,Business,Business,3888,0,0,4
5612,Male,25,First-time,Business,Business,685,0,0,5
5613,Male,39,Returning,Business,Business,2565,0,0,1
5614,Female,28,Returning,Business,Economy,685,0,0,2
5615,Female,51,Returning,Business,Business,3346,6,2,3
5616,Male,36,First-time,Business,Business,285,9,0,3
5617,Male,36,Returning,Business,Business,3595,0,0,4
5618,Male,70,Returning,Personal,Economy,685,0,26,4
5619,Female,51,Returning,Personal,Economy,685,0,0,3
5620,Female,18,Returning,Personal,Economy,624,10,5,2
5621,Female,10,null,Personal,Economy,624,118,115,3
5622,Male,60,Returning,Personal,Economy,624,175,180,3
5623,Female,70,Returning,Personal,Economy,624,0,0,5
5624,Male,17,Returning,Personal,Economy,624,31,30,3
5625,Female,36,Returning,Personal,Economy,624,0,0,5
5626,Female,44,Returning,Personal,Economy,685,18,23,5
5627,Male,43,Returning,Personal,Economy,624,0,0,1
5628,Male,59,Returning,Business,Business,1919,34,33,3
5629,Female,27,Returning,Business,Business,2042,31,18,1
5630,Female,41,Returning,Business,Business,2108,94,92,4
5631,Female,55,Returning,Business,Business,2040,0,0,3
5632,Female,43,Returning,Business,Business,2341,0,17,2
5633,Female,29,Returning,Business,Economy Plus,685,27,18,4
5634,Female,35,Returning,Personal,Economy Plus,685,0,10,3
5635,Female,28,First-time,Business,Business,436,0,0,5
5636,Male,60,Returning,Business,Business,2667,0,0,1
5637,Female,49,Returning,Business,Business,3804,42,32,3
5638,Female,26,First-time,Business,Business,196,17,4,0
5639,Male,32,First-time,Business,Business,196,0,3,2
5640,Female,24,First-time,Business,Business,299,0,0,0
5641,Male,51,Returning,Business,Business,2337,0,0,2
5642,Female,23,First-time,Business,Business,436,71,52,1
5643,Male,46,Returning,Business,Business,2564,0,0,5
5644,Male,50,Returning,Personal,Business,299,0,0,5
5645,Female,15,Returning,Personal,Business,299,18,14,4
5646,Male,57,Returning,Personal,Business,147,14,7,5
5647,Male,49,Returning,Personal,Business,299,0,7,3
5648,Female,47,Returning,Personal,Business,196,0,0,3
5649,Male,42,Returning,Business,Business,234,0,2,4
5650,Female,48,Returning,Business,Business,196,0,0,4
5651,Female,40,Returning,Business,Business,3519,0,0,5
5652,Male,27,First-time,Business,Business,436,57,54,4
5653,Male,54,Returning,Business,Business,3109,0,0,0
5654,Female,53,Returning,Business,Business,436,0,0,4
5655,Male,20,First-time,Business,Business,436,0,0,0
5656,Male,45,Returning,Business,Business,147,126,119,4
5657,Female,48,Returning,Business,Business,2073,19,26,2
5658,Male,25,Returning,Business,Business,299,0,0,3
5659,Female,50,Returning,Business,Business,2215,25,12,2
5660,Male,55,Returning,Business,Business,299,11,8,4
5661,Male,55,Returning,Business,Business,1802,0,0,1
5662,Male,53,Returning,Business,Business,2072,9,15,5
5663,Female,60,Returning,Business,Business,3875,30,94,2
5664,Female,57,Returning,Business,Business,299,0,0,1
5665,Female,45,Returning,Business,Business,2206,3,7,4
5666,Male,24,First-time,Business,Economy,436,0,0,0
5667,Male,62,Returning,Business,Business,196,0,0,1
5668,Male,47,First-time,Business,Economy,436,16,22,3
5669,Female,55,Returning,Business,Business,2053,0,0,4
5670,Male,22,First-time,Business,Economy,299,2,16,0
5671,Male,52,Returning,Business,Business,3247,0,0,1
5672,Male,45,Returning,Business,Economy,234,0,1,5
5673,Male,39,Returning,Business,Business,299,15,7,3
5674,Male,46,Returning,Business,Business,436,0,0,1
5675,Female,27,First-time,Business,Business,147,0,0,2
5676,Male,35,Returning,Business,Business,3190,26,26,2
5677,Female,35,Returning,Business,Business,3805,0,0,3
5678,Male,38,First-time,Business,Business,299,0,0,4
5679,Male,54,Returning,Business,Business,3558,0,0,5
5680,Male,56,First-time,Business,Business,147,94,93,3
5681,Male,39,Returning,Business,Business,3928,0,0,5
5682,Male,36,First-time,Business,Business,436,0,0,3
5683,Female,18,Returning,Business,Business,1905,315,347,4
5684,Male,39,First-time,Business,Economy,196,42,31,2
5685,Male,57,Returning,Business,Economy,196,0,0,2
5686,Male,48,Returning,Business,Business,2511,0,0,1
5687,Female,41,Returning,Business,Economy,196,6,11,1
5688,Female,41,Returning,Business,Business,299,23,9,2
5689,Male,36,Returning,Business,Business,3700,108,140,4
5690,Female,35,Returning,Business,Business,3991,7,11,5
5691,Male,35,Returning,Business,Economy,196,0,0,1
5692,Male,51,Returning,Business,Economy,234,0,15,5
5693,Female,44,First-time,Business,Economy,299,0,55,0
5694,Female,36,Returning,Business,Economy,234,56,100,3
5695,Male,37,Returning,Business,Business,3863,0,0,3
5696,Male,36,First-time,Business,Economy,196,3,28,4
5697,Female,39,First-time,Business,Economy,299,0,0,3
5698,Female,45,Returning,Business,Business,3178,0,0,3
5699,Male,51,Returning,Business,Economy,234,0,0,2
5700,Female,36,Returning,Personal,Economy,147,0,3,4
5701,Female,12,Returning,Personal,Economy,196,0,0,5
5702,Female,7,Returning,Personal,Economy,234,724,705,5
5703,Female,69,Returning,Personal,Economy,196,0,3,1
5704,Female,47,Returning,Personal,Economy,147,0,8,4
5705,Male,39,Returning,Personal,Economy,299,55,42,4
5706,Female,52,Returning,Personal,Economy,299,8,10,5
5707,Female,31,Returning,Personal,Economy,196,0,0,5
5708,Male,28,Returning,Personal,Economy,436,7,0,5
5709,Female,33,Returning,Personal,Economy,234,10,36,4
5710,Female,63,Returning,Personal,Economy,299,12,0,4
5711,Female,59,Returning,Personal,Economy,196,37,34,3
5712,Female,33,Returning,Personal,Economy,147,0,5,4
5713,Male,33,Returning,Personal,Economy,196,7,17,3
5714,Female,43,Returning,Personal,Economy,196,253,245,4
5715,Male,62,Returning,Personal,Economy,436,0,0,4
5716,Female,47,Returning,Personal,Economy,299,82,75,5
5717,Female,65,Returning,Personal,Economy,299,22,28,4
5718,Female,66,Returning,Personal,Economy,436,0,0,5
5719,Female,58,Returning,Personal,Economy,299,32,40,4
5720,Female,42,Returning,Personal,Economy,234,0,0,4
5721,Male,40,Returning,Personal,Economy,299,0,0,5
5722,Female,67,Returning,Personal,Economy,299,0,0,5
5723,Female,22,null,Business,Economy,299,6,3,3
5724,Female,36,Returning,Business,Business,2956,0,30,3
5725,Female,31,Returning,Business,Economy Plus,234,0,0,1
5726,Female,74,Returning,Business,Economy Plus,299,115,138,1
5727,Female,36,Returning,Business,Economy Plus,299,0,13,3
5728,Female,24,Returning,Personal,Economy Plus,196,46,44,2
5729,Female,28,Returning,Personal,Economy Plus,299,0,0,2
5730,Male,31,Returning,Personal,Economy Plus,196,0,13,5
5731,Male,51,Returning,Personal,Economy Plus,299,0,0,4
5732,Male,23,Returning,Personal,Economy Plus,234,1,20,5
5733,Female,23,Returning,Personal,Economy Plus,196,0,0,5
5734,Female,17,Returning,Personal,Economy Plus,196,0,0,4
5735,Female,28,Returning,Personal,Economy Plus,299,0,0,4
5736,Female,42,Returning,Personal,Economy Plus,234,0,12,1
5737,Female,58,Returning,Personal,Economy Plus,436,0,5,4
5738,Male,48,null,Personal,Economy Plus,234,0,0,4
5739,Male,45,First-time,Business,Business,642,5,15,1
5740,Male,26,Returning,Business,Business,2283,0,0,3
5741,Female,27,First-time,Business,Business,859,0,0,4
5742,Female,48,Returning,Business,Business,2393,0,0,5
5743,Male,45,Returning,Business,Business,642,0,6,2
5744,Male,41,Returning,Business,Business,3273,0,1,2
5745,Female,51,null,Business,Business,1524,0,0,4
5746,Female,46,First-time,Business,Business,859,0,0,4
5747,Male,25,First-time,Business,Business,859,0,1,0
5748,Female,27,First-time,Business,Business,642,0,17,4
5749,Female,39,Returning,Business,Business,859,77,66,3
5750,Male,58,Returning,Business,Business,2820,14,6,4
5751,Male,32,Returning,Business,Business,2306,0,0,4
5752,Female,48,Returning,Business,Business,2569,4,0,2
5753,Male,48,First-time,Business,Business,859,0,20,1
5754,Female,32,Returning,Business,Business,642,0,0,3
5755,Female,54,Returning,Business,Business,3743,51,36,5
5756,Female,30,Returning,Business,Business,642,0,0,2
5757,Male,61,Returning,Business,Business,3992,0,0,3
5758,Female,45,Returning,Business,Business,459,0,0,2
5759,Male,65,Returning,Personal,Economy,859,2,0,5
5760,Female,15,Returning,Personal,Economy,642,0,11,4
5761,Male,18,Returning,Personal,Economy,642,0,2,5
5762,Male,42,Returning,Personal,Economy,859,15,0,4
5763,Female,24,Returning,Personal,Economy,859,37,52,5
5764,Male,55,Returning,Personal,Economy,859,2,24,2
5765,Female,8,Returning,Personal,Economy,642,0,2,4
5766,Male,51,Returning,Personal,Economy,642,0,0,5
5767,Female,55,Returning,Business,Business,1997,0,0,1
5768,Male,33,Returning,Business,Business,3741,0,0,3
5769,Female,31,Returning,Business,Business,665,4,0,2
5770,Female,18,First-time,Business,Economy,665,0,0,3
5771,Female,44,Returning,Personal,Economy,665,0,0,2
5772,Male,28,null,Personal,Economy,665,17,0,5
5773,Male,38,Returning,Personal,Economy,665,0,0,4
5774,Male,53,Returning,Business,Business,1985,0,0,3
5775,Male,57,Returning,Business,Business,2377,16,35,5
5776,Female,49,Returning,Business,Business,273,191,173,0
5777,Female,48,Returning,Business,Business,273,0,52,1
5778,Female,45,Returning,Business,Business,273,0,0,4
5779,Male,10,Returning,Personal,Business,157,3,96,4
5780,Female,69,Returning,Personal,Business,177,0,23,3
5781,Male,40,Returning,Business,Business,157,95,122,4
5782,Male,39,Returning,Business,Business,3570,0,19,0
5783,Male,51,Returning,Business,Business,3790,9,11,4
5784,Female,47,Returning,Business,Business,3169,2,3,4
5785,Male,48,Returning,Business,Business,2768,29,35,5
5786,Male,44,Returning,Business,Business,1685,0,0,1
5787,Male,26,First-time,Business,Business,157,96,117,0
5788,Male,59,Returning,Business,Business,273,17,47,3
5789,Female,54,Returning,Business,Business,3115,4,28,4
5790,Male,38,First-time,Business,Business,273,0,0,4
5791,Male,59,Returning,Business,Business,1993,0,0,4
5792,Female,55,Returning,Business,Business,3482,135,167,4
5793,Female,56,Returning,Business,Business,177,0,0,4
5794,Female,36,First-time,Business,Business,273,0,0,1
5795,Female,54,Returning,Business,Business,157,0,0,1
5796,Female,43,Returning,Business,Business,1726,1,6,4
5797,Male,59,First-time,Business,Business,273,0,6,2
5798,Female,38,null,Business,Economy,177,118,138,2
5799,Female,55,Returning,Business,Business,3640,0,0,4
5800,Female,47,Returning,Business,Business,1528,0,0,0
5801,Female,31,Returning,Business,Economy,177,0,8,2
5802,Female,61,Returning,Business,Business,2300,0,11,1
5803,Male,32,First-time,Business,Business,157,0,0,3
5804,Male,79,Returning,Business,Business,177,330,348,5
5805,Female,34,Returning,Business,Business,157,0,0,4
5806,Male,35,Returning,Business,Economy,157,0,0,3
5807,Female,26,First-time,Business,Economy,157,165,184,3
5808,Male,17,Returning,Business,Business,273,3,10,5
5809,Male,39,First-time,Business,Economy,177,0,0,2
5810,Female,36,null,Business,Economy,273,0,0,2
5811,Female,23,Returning,Personal,Economy,273,0,0,3
5812,Male,30,Returning,Personal,Economy,177,14,7,4
5813,Male,12,Returning,Personal,Economy,273,0,57,3
5814,Female,11,Returning,Personal,Economy,273,0,0,2
5815,Male,44,Returning,Personal,Economy,157,0,0,5
5816,Female,48,Returning,Personal,Economy,157,0,0,3
5817,Female,65,Returning,Personal,Economy,157,0,7,1
5818,Male,69,Returning,Personal,Economy,157,0,16,4
5819,Male,25,Returning,Personal,Economy,177,71,76,5
5820,Female,43,Returning,Personal,Economy,157,0,0,3
5821,Female,67,Returning,Personal,Economy,157,0,0,2
5822,Female,34,Returning,Personal,Economy,273,35,47,1
5823,Female,58,Returning,Personal,Economy,273,33,73,2
5824,Female,22,Returning,Personal,Economy,157,0,0,5
5825,Female,69,Returning,Personal,Economy,177,0,0,5
5826,Female,20,Returning,Personal,Economy,273,0,0,0
5827,Female,25,Returning,Personal,Economy,177,0,0,5
5828,Male,39,Returning,Personal,Economy,177,0,15,5
5829,Female,50,Returning,Personal,Economy,177,18,33,1
5830,Male,60,Returning,Personal,Economy,273,1,5,2
5831,Male,55,Returning,Personal,Economy,273,0,10,2
5832,Female,14,Returning,Personal,Economy,273,0,0,4
5833,Female,32,First-time,Personal,Economy,157,0,0,4
5834,Male,56,Returning,Business,Business,177,1,3,5
5835,Female,27,Returning,Business,Business,273,0,0,1
5836,Male,42,Returning,Business,Economy Plus,157,0,0,5
5837,Male,60,Returning,Business,Economy Plus,157,0,0,3
5838,Female,37,First-time,Business,Economy Plus,273,0,0,1
5839,Female,47,First-time,Business,Economy Plus,273,28,31,3
5840,Female,68,Returning,Personal,Economy Plus,157,0,0,4
5841,Male,33,Returning,Business,Economy Plus,177,34,55,3
5842,Male,42,Returning,Business,Business,3664,0,5,5
5843,Female,46,Returning,Business,Business,1565,6,0,2
5844,Male,23,Returning,Business,Business,3780,0,0,3
5845,Male,51,Returning,Business,Business,1020,0,0,2
5846,Male,60,Returning,Business,Business,1020,0,13,4
5847,Male,22,Returning,Business,Business,1020,0,0,4
5848,Male,38,Returning,Business,Business,1020,0,0,4
5849,Female,27,Returning,Business,Business,1527,0,45,5
5850,Female,21,Returning,Business,Business,2271,0,0,5
5851,Female,24,null,Business,Business,2726,0,0,1
5852,Male,57,Returning,Business,Business,3611,0,4,5
5853,Female,59,Returning,Business,Business,2846,18,5,3
5854,Male,31,Returning,Business,Business,1020,0,3,3
5855,Female,54,Returning,Business,Business,1020,0,0,5
5856,Male,49,Returning,Business,Business,3720,0,0,5
5857,Male,31,Returning,Personal,Economy,1020,0,0,0
5858,Male,18,Returning,Personal,Economy,1020,0,0,2
5859,Male,40,Returning,Personal,Economy,1020,0,3,0
5860,Female,62,Returning,Personal,Economy,1020,0,2,4
5861,Female,65,Returning,Personal,Economy,1020,0,2,3
5862,Male,11,Returning,Personal,Economy,1020,0,7,2
5863,Male,44,Returning,Personal,Economy,1020,0,0,4
5864,Female,55,Returning,Personal,Economy,1020,0,0,1
5865,Female,31,Returning,Personal,Economy,1020,0,0,4
5866,Male,33,Returning,Business,Business,1822,0,0,2
5867,Male,24,Returning,Personal,Economy Plus,1020,0,0,5
5868,Female,42,Returning,Personal,Economy Plus,1020,0,0,0
5869,Female,25,First-time,Business,Business,67,26,101,4
5870,Male,55,Returning,Personal,Business,173,25,22,5
5871,Female,60,Returning,Business,Business,3971,11,8,5
5872,Female,47,Returning,Business,Business,108,20,20,3
5873,Male,47,Returning,Business,Business,212,0,0,3
5874,Female,41,Returning,Business,Business,67,0,1,4
5875,Female,43,Returning,Business,Business,212,0,0,5
5876,Female,55,Returning,Business,Business,173,0,0,2
5877,Male,58,Returning,Business,Business,1712,3,0,1
5878,Male,42,Returning,Business,Business,1757,237,303,3
5879,Female,24,First-time,Business,Business,173,0,0,0
5880,Male,27,Returning,Business,Business,1917,87,99,4
5881,Male,51,Returning,Business,Business,1650,27,29,3
5882,Male,51,Returning,Business,Economy,212,25,25,5
5883,Female,55,First-time,Business,Business,173,6,10,4
5884,Female,60,Returning,Business,Business,2865,0,0,2
5885,Female,34,Returning,Business,Business,3328,89,122,3
5886,Male,45,Returning,Business,Business,2628,15,17,4
5887,Female,54,Returning,Business,Economy,108,0,0,3
5888,Male,44,First-time,Business,Business,108,108,130,1
5889,Male,47,Returning,Business,Business,67,0,0,5
5890,Female,54,Returning,Business,Business,2503,5,10,1
5891,Female,48,Returning,Business,Business,3108,48,39,5
5892,Female,54,First-time,Business,Business,108,0,2,2
5893,Female,54,Returning,Business,Economy,212,5,2,3
5894,Male,54,Returning,Business,Business,3295,0,1,1
5895,Female,36,Returning,Business,Economy,173,0,0,4
5896,Female,37,Returning,Business,Economy,108,19,8,4
5897,Female,21,First-time,Business,Economy,173,0,0,0
5898,Female,52,Returning,Business,Business,2540,4,0,1
5899,Female,21,Returning,Business,Business,3038,2,0,4
5900,Male,30,Returning,Business,Business,3156,0,0,4
5901,Female,61,Returning,Business,Business,2407,11,4,1
5902,Male,30,Returning,Business,Business,3470,0,0,2
5903,Male,38,Returning,Business,Economy,108,0,7,5
5904,Female,57,Returning,Business,Business,215,0,0,4
5905,Female,59,Returning,Business,Business,215,18,13,5
5906,Female,61,Returning,Business,Business,2006,0,0,4
5907,Female,67,Returning,Business,Economy,108,10,0,2
5908,Male,39,Returning,Business,Business,67,0,0,4
5909,Female,41,Returning,Business,Economy,108,0,0,2
5910,Female,29,First-time,Business,Economy,173,3,5,0
5911,Female,39,Returning,Personal,Economy,212,4,0,1
5912,Male,54,Returning,Personal,Economy,67,28,19,2
5913,Male,15,Returning,Personal,Economy,67,0,12,4
5914,Male,36,Returning,Personal,Economy,67,0,0,4
5915,Female,53,Returning,Personal,Economy,173,81,85,4
5916,Male,40,Returning,Personal,Economy,173,4,0,3
5917,Male,18,Returning,Personal,Economy,173,115,183,3
5918,Male,32,Returning,Personal,Economy,173,0,0,3
5919,Male,37,Returning,Personal,Economy,173,115,148,5
5920,Female,39,Returning,Personal,Economy,67,2,4,4
5921,Male,41,Returning,Personal,Economy,67,314,352,2
5922,Female,33,Returning,Personal,Economy,173,0,0,5
5923,Female,47,Returning,Personal,Economy,173,0,0,4
5924,Male,56,Returning,Personal,Economy,67,0,0,5
5925,Male,9,Returning,Personal,Economy,173,11,5,4
5926,Male,20,Returning,Personal,Economy,173,0,0,4
5927,Male,28,Returning,Personal,Economy,173,0,0,4
5928,Male,20,Returning,Personal,Economy,108,0,0,5
5929,Male,13,Returning,Personal,Economy,173,0,0,3
5930,Male,26,Returning,Personal,Economy,173,0,0,4
5931,Male,65,Returning,Personal,Economy,173,33,37,3
5932,Female,52,Returning,Personal,Economy,212,0,0,4
5933,Female,32,Returning,Personal,Economy,212,0,0,4
5934,Male,53,Returning,Personal,Economy,173,4,8,4
5935,Male,59,Returning,Personal,Economy,212,2,0,3
5936,Male,33,Returning,Personal,Economy,212,18,14,2
5937,Male,40,Returning,Business,Business,1588,46,48,3
5938,Female,58,Returning,Business,Business,173,4,10,5
5939,Female,25,Returning,Business,Business,1856,32,18,4
5940,Male,34,Returning,Business,Business,3472,3,5,2
5941,Male,35,Returning,Business,Economy Plus,67,19,30,1
5942,Male,37,Returning,Business,Economy Plus,108,13,13,4
5943,Female,16,Returning,Personal,Economy Plus,212,0,0,1
5944,Female,42,Returning,Business,Business,2267,7,4,4
5945,Female,27,Returning,Personal,Business,642,83,150,5
5946,Male,40,null,Business,Business,612,0,0,4
5947,Male,31,Returning,Business,Business,3636,6,7,4
5948,Female,28,Returning,Personal,Economy,612,14,2,4
5949,Male,57,Returning,Personal,Economy,642,0,0,4
5950,Female,20,Returning,Personal,Economy,642,0,50,5
5951,Male,64,Returning,Personal,Economy,612,0,0,3
5952,Female,39,Returning,Business,Business,3368,0,0,5
5953,Male,46,Returning,Business,Business,1970,0,0,2
5954,Female,43,Returning,Business,Business,1250,9,5,3
5955,Male,50,Returning,Business,Business,1250,0,48,4
5956,Female,28,Returning,Business,Business,1691,11,5,4
5957,Male,41,Returning,Business,Business,2937,42,37,4
5958,Male,50,Returning,Business,Business,1250,4,2,4
5959,Male,36,Returning,Business,Business,850,7,6,4
5960,Female,26,Returning,Personal,Economy,1250,3,7,3
5961,Female,30,Returning,Personal,Economy,1250,0,0,4
5962,Female,32,Returning,Business,Economy Plus,1250,105,155,2
5963,Female,25,First-time,Business,Business,672,0,0,3
5964,Male,25,First-time,Business,Business,691,0,26,2
5965,Female,26,First-time,Business,Business,691,0,8,0
5966,Male,30,First-time,Business,Business,925,76,83,5
5967,Male,65,Returning,Business,Business,3304,102,140,4
5968,Male,43,Returning,Business,Business,2913,0,27,3
5969,Female,57,Returning,Business,Business,672,0,0,3
5970,Male,25,First-time,Business,Business,925,0,0,3
5971,Female,49,Returning,Business,Business,2990,3,0,2
5972,Female,42,Returning,Personal,Business,691,14,34,5
5973,Female,24,Returning,Personal,Business,690,0,0,1
5974,Female,35,Returning,Personal,Business,1041,22,11,5
5975,Female,22,Returning,Personal,Business,925,87,94,4
5976,Female,22,Returning,Personal,Business,925,76,101,5
5977,Female,42,Returning,Business,Business,1041,0,0,2
5978,Male,51,Returning,Business,Business,691,0,null,5
5979,Male,29,Returning,Business,Business,3818,0,3,3
5980,Male,48,Returning,Business,Business,672,0,0,2
5981,Female,42,Returning,Business,Business,925,11,0,4
5982,Female,22,First-time,Business,Economy,1041,0,0,5
5983,Male,35,Returning,Business,Business,2999,39,30,3
5984,Female,48,Returning,Business,Business,3440,193,199,4
5985,Female,42,Returning,Business,Business,672,0,0,5
5986,Male,34,Returning,Business,Business,2079,0,21,4
5987,Female,51,Returning,Business,Business,3902,13,0,3
5988,Male,44,Returning,Business,Business,925,20,22,1
5989,Male,57,Returning,Business,Business,672,0,2,1
5990,Female,59,Returning,Business,Business,3747,59,47,4
5991,Female,54,Returning,Business,Business,691,0,36,3
5992,Female,56,Returning,Business,Business,3552,0,0,4
5993,Female,55,Returning,Business,Business,3494,1,0,5
5994,Female,49,Returning,Business,Business,925,28,20,5
5995,Female,19,Returning,Business,Business,2756,12,19,5
5996,Female,29,First-time,Business,Business,672,0,0,4
5997,Male,21,Returning,Business,Business,690,0,0,3
5998,Female,50,Returning,Business,Business,691,5,20,2
5999,Female,53,Returning,Business,Business,3311,0,0,4
6000,Male,8,Returning,Business,Business,2580,0,0,1
6001,Male,57,Returning,Business,Business,1769,0,0,3
6002,Female,46,Returning,Business,Business,3319,10,10,1
6003,Female,46,Returning,Business,Business,3017,12,3,1
6004,Female,43,Returning,Business,Business,2782,0,0,3
6005,Female,60,Returning,Business,Business,3913,22,0,2
6006,Male,23,Returning,Business,Business,3337,29,22,5
6007,Female,38,First-time,Business,Business,691,0,0,3
6008,Male,19,First-time,Business,Business,672,1,136,4
6009,Female,62,Returning,Business,Business,2292,0,2,2
6010,Male,45,Returning,Business,Business,1795,0,10,2
6011,Male,22,First-time,Business,Economy,630,0,46,3
6012,Male,30,Returning,Business,Business,1896,81,72,1
6013,Male,43,null,Business,Business,3042,0,3,1
6014,Female,50,First-time,Business,Economy,672,0,17,1
6015,Male,57,Returning,Business,Economy,672,1,0,2
6016,Female,27,Returning,Business,Business,2787,4,0,5
6017,Male,40,Returning,Business,Economy,672,0,0,4
6018,Female,11,Returning,Business,Business,690,188,209,3
6019,Female,61,null,Business,Economy,691,1,0,4
6020,Female,48,Returning,Business,Business,691,0,7,4
6021,Male,23,First-time,Business,Economy,691,3,0,1
6022,Male,22,Returning,Business,Business,630,6,23,2
6023,Male,53,Returning,Business,Economy,690,0,0,0
6024,Female,45,Returning,Business,Business,925,0,0,3
6025,Male,38,Returning,Business,Business,672,0,0,5
6026,Female,27,First-time,Business,Business,691,0,0,0
6027,Male,57,Returning,Business,Business,2426,3,4,2
6028,Female,54,Returning,Business,Business,1751,0,0,3
6029,Male,39,Returning,Business,Business,630,0,1,3
6030,Male,16,Returning,Business,Business,2435,0,0,3
6031,Male,61,Returning,Business,Business,690,77,68,5
6032,Female,22,Returning,Business,Economy,693,0,22,1
6033,Male,30,Returning,Business,Business,2885,0,0,5
6034,Male,36,Returning,Business,Business,2391,294,283,4
6035,Female,45,Returning,Business,Economy,1041,0,14,3
6036,Male,65,Returning,Business,Business,691,37,13,2
6037,Male,43,Returning,Business,Business,2163,97,134,2
6038,Male,29,First-time,Business,Business,691,0,0,2
6039,Male,26,Returning,Business,Economy,630,0,15,1
6040,Male,19,First-time,Business,Economy,925,4,0,3
6041,Male,32,First-time,Business,Economy,690,0,0,3
6042,Male,23,Returning,Business,Business,2805,0,0,4
6043,Female,38,Returning,Business,Business,2029,15,17,4
6044,Female,34,Returning,Business,Business,693,0,0,1
6045,Female,22,First-time,Business,Economy,630,3,33,3
6046,Female,23,Returning,Business,Business,630,0,0,1
6047,Male,19,Returning,Personal,Economy,925,0,20,2
6048,Female,8,null,Personal,Economy,925,33,58,4
6049,Male,57,Returning,Personal,Economy,691,0,0,3
6050,Female,29,Returning,Personal,Economy,925,49,49,5
6051,Male,57,Returning,Personal,Economy,1041,21,69,5
6052,Female,24,Returning,Personal,Economy,1041,1,27,5
6053,Female,50,Returning,Personal,Economy,925,0,19,5
6054,Female,29,Returning,Personal,Economy,672,0,0,4
6055,Female,70,Returning,Personal,Economy,925,9,24,4
6056,Female,8,Returning,Personal,Economy,672,0,0,4
6057,Female,25,Returning,Personal,Economy,630,54,53,3
6058,Female,25,Returning,Personal,Economy,690,0,0,4
6059,Female,58,Returning,Personal,Economy,925,1,0,2
6060,Male,18,null,Personal,Economy,691,0,0,4
6061,Female,20,Returning,Personal,Economy,690,8,9,5
6062,Female,45,Returning,Personal,Economy,630,794,795,4
6063,Female,18,Returning,Personal,Economy,630,0,4,5
6064,Male,45,Returning,Personal,Economy,672,2,23,5
6065,Male,17,Returning,Personal,Economy,630,0,0,5
6066,Female,16,Returning,Personal,Economy,925,0,0,5
