id,manufacturer,company_location,year_reviewed,bean_origin,bar_name,cocoa_percent,num_ingredients,ingredients,rating
2454,Kah Kow - USA,U.S.A.,2019,Dominican Republic,"El Valle, Collection 01, Rizek",72,4,"B,S,C,L",3
2390,Kah Kow - USA,Dominican Republic,2019,Dominican Republic,Mata Larga,71.5,3,"B,S,C",4
2422,Kah Kow - USA,Dominican Republic,2019,Dominican Republic,"Dominican Nacional, Collection 01",68,4,"B,S,C,L",4
2454,Kah Kow - USA,U.S.A.,2019,Dominican Republic,"Los Bejucos, Collection 01, Rizek",65,4,"B,S,C,L",4
2338,Kaitxo,Spain,2019,Nicaragua,"San Juan Coop, El Castillero",75,3,"B,S,C",3
2338,Kaitxo,Spain,2019,Peru,"Chulucanas, Piura, Cesar Vallejo-farmer",75,3,"B,S,C",3
2334,Kaitxo,Spain,2019,Tanzania,"Morogoro, Kamili, Kilombero Valley, batch 13",75,3,"B,S,C",3
387,Kakao,Germany,2009,Vanuatu,Vanuatu,65,null,null,4
837,Kakao,Germany,2012,Peru,Peru,64,null,null,2
248,Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Diego/ original micro,85,4,"B,S,C,V",2
263,Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Cacao Nacional W.F.,75,4,"B,S,C,V",2
245,Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Roberto,75,4,"B,S,C,V",3
248,Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Diego 48hr/ W.F. blend prototype,85,4,"B,S,C,V",3
241,Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Sisa 36hr/ W. F. blend prototype,70,4,"B,S,C,V",3
248,Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Diego 60hr/ W.F. blend prototype,85,4,"B,S,C,V",3
269,Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Cacao Nacional W.F.,85,4,"B,S,C,V",3
241,Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Sisa's Secret/ original micro,70,4,"B,S,C,V",4
404,Kaoka (Cemoi),France,2009,Blend,Noir,70,null,null,3
423,Kaoka (Cemoi),France,2009,Ecuador,Ecuador,80,null,null,3
2708,Kasama,Canada,2021,Philippines,"Davao, Mindanao, batch 24",70,3,"B,S,C",3
2708,Kasama,Canada,2021,Papua New Guinea,"Karkar Island, Madong, batch 34",70,3,"B,S,C",4
1133,Kerchner,U.S.A.,2013,Dominican Republic,"La Red, Project Reserva, Guaconejo",70,3,"B,S,C",4
431,Ki' Xocolatl,Mexico,2009,Mexico,Dark,72,5,"B,S,C,V,L",2
2478,Kin + Pod,Canada,2020,Colombia,"Tumaco, batch 113",70,3,"B,S,C",3
1251,Kiskadee,U.S.A.,2014,Dominican Republic,"La Red, Guanconjeco",60,2,"B,S",3
1968,Krak,Amsterdam,2017,Belize,Belize,70,2,"B,S",3
1968,Krak,Amsterdam,2017,Vietnam,Vietnam,70,2,"B,S",3
2016,Krak,Amsterdam,2017,Mexico,Xoconusco,70,2,"B,S",3
2064,Krak,Amsterdam,2018,Madagascar,Mava Sa Ferme D'ottange,70,2,"B,S",3
2068,Krak,Amsterdam,2018,Philippines,Kablon Farm,70,2,"B,S",3
2044,Krak,Amsterdam,2018,Mexico,"Xoconusco, triple turned",70,2,"B,S",4
2286,Krak,Netherlands,2019,Colombia,H. Betulia B6,70,2,"B,S",3
2282,Krak,Amsterdam,2019,Papua New Guinea,Gazelle,70,2,"B,S",3
1422,Kto,U.S.A.,2014,Peru,San Martin,72,2,"B,S",2
1422,Kto,U.S.A.,2014,Venezuela,Ocumare,72,3,"B,S,C",3
1422,Kto,U.S.A.,2014,Belize,Belize,72,3,"B,S,C",3
1422,Kto,U.S.A.,2014,Madagascar,Sambirano Valley,72,3,"B,S,C",3
1426,Kto,U.S.A.,2014,Belize,Belize,90,2,"B,S",3
1426,Kto,U.S.A.,2014,Dominican Republic,Elvesia,72,3,"B,S,C",3
1426,Kto,U.S.A.,2014,Dominican Republic,ROIG,72,3,"B,S,C",3
1852,K'ul,U.S.A.,2016,Peru,"Maranon, Fortunato No. 4",70,4,"B,S,C,L",3
1840,K'ul,U.S.A.,2016,Haiti,"Kafupbo, Petit Bourg, De Borgnes",70,4,"B,S,C,L",3
1852,K'ul,U.S.A.,2016,Brazil,"Bahia, Fazenda Camboa",70,4,"B,S,C,L",4
1852,K'ul,U.S.A.,2016,Ecuador,"Los Rios, Hacienda Limon, Heirloom",70,4,"B,S,C,L",4
1359,Kyya,U.S.A.,2014,Uganda,Uganda,72.5,5,"B,S,C,V,Sa",2
1363,Kyya,U.S.A.,2014,Ecuador,Ecuador,72.5,5,"B,S,C,V,Sa",2
1359,Kyya,U.S.A.,2014,Dominican Republic,Hispaniola,72.5,5,"B,S,C,V,Sa",3
1363,Kyya,U.S.A.,2014,Madagascar,Madagascar,72.5,5,"B,S,C,V,Sa",3
451,L.A. Burdick (Felchlin),U.S.A.,2009,Bolivia,Bolivian,68,5,"B,S,C,V,L",3
431,L.A. Burdick (Felchlin),U.S.A.,2009,Madagascar,Madagascar,64,5,"B,S,C,V,L",4
597,L.A. Burdick (Felchlin),U.S.A.,2010,Venezuela,Venzuela,71,5,"B,S,C,V,L",3
576,L.A. Burdick (Felchlin),U.S.A.,2010,Grenada,Grenada,75,5,"B,S,C,V,L",3
576,L.A. Burdick (Felchlin),U.S.A.,2010,Dominican Republic,Dominican Republic,74,5,"B,S,C,V,L",4
682,L.A. Burdick (Felchlin),U.S.A.,2011,Ecuador,Quito,74,5,"B,S,C,V,L",4
891,L.A. Burdick (Felchlin),U.S.A.,2012,Peru,Peru,74,5,"B,S,C,V,L",3
927,L.A. Burdick (Felchlin),U.S.A.,2012,Venezuela,Chuao,68,5,"B,S,C,V,L",4
891,L.A. Burdick (Felchlin),U.S.A.,2012,Brazil,Brazil,70,5,"B,S,C,V,L",4
2426,La Cascade du Chocolat,U.S.A.,2019,Fiji,"Fiji, batch 51019",68,3,"B,S,C",3
1892,La Chocolaterie Nanairo,Japan,2016,Peru,"Lumas, 2015 Harvest, Batch 6, brown sugar",70,null,null,2
1892,La Chocolaterie Nanairo,Japan,2016,Peru,"Lumas, 2015 Harvest, Batch 7",70,null,null,2
1892,La Chocolaterie Nanairo,Japan,2016,Belize,"Belize, 2014 Harvest, Batch 9",70,null,null,3
1892,La Chocolaterie Nanairo,Japan,2016,Peru,"Tumbes, 2013 Harvest, Batch 8",70,null,null,3
2138,La Chorena,U.S.A.,2018,Dominican Republic,Oko Caribe,70,2,"B,S",3
2138,La Chorena,U.S.A.,2018,Peru,Maranon,75,2,"B,S",3
2138,La Chorena,U.S.A.,2018,Belize,"Maya Mtn, Toledo",70,4,"B,S,C,L",3
2138,La Chorena,U.S.A.,2018,Guatemala,"Lachua, Cacao Verapaz",70,2,"B,S",3
2254,La Feverie (Hasnaa),France,2018,Belize,"Maya Mtn, 2017 harvest",70,2,"B,S",4
2254,La Feverie (Hasnaa),France,2018,Guatemala,"Asochivite, 2017 harvest",70,2,"B,S",4
2358,La Feverie (Hasnaa),France,2019,Peru,"Piura Blanco, 2018 harvest",72,2,"B,S",4
230,La Maison du Chocolat (Valrhona),France,2008,Blend,"Cuana, 2008, Ven., Indonesia, Ecuad.",74,4,"B,S,C,L",4
439,La Maison du Chocolat (Valrhona),France,2009,Blend,Kuruba,60,4,"B,S,C,L",3
346,La Maison du Chocolat (Valrhona),France,2009,Ghana,Akosombo,68,4,"B,S,C,L",3
346,La Maison du Chocolat (Valrhona),France,2009,Venezuela,"Porcelana, Pariguan",69,4,"B,S,C,L",4
445,La Maison du Chocolat (Valrhona),France,2009,Blend,Orinoco,60,4,"B,S,C,L",4
741,La Maison du Chocolat (Valrhona),France,2011,Grenada,Grenada,68,4,"B,S,C,L",4
891,La Maison du Chocolat (Valrhona),France,2012,Dominican Republic,Loma Sotavento,66,4,"B,S,C,L",4
1121,La Maison du Chocolat (Valrhona),France,2013,Blend,"Cuana, 2013, Africa, Carribean, C. Am.",74,4,"B,S,C,L",3
1145,La Maison du Chocolat (Valrhona),France,2013,Tobago,Tobago,60,4,"B,S,C,L",3
1189,La Maison du Chocolat (Valrhona),France,2013,Ecuador,"Acarigua, w/ nibs",56,4,"B,S,C,L",3
721,La Oroquidea,Peru,2011,Peru,Peruvian Amazon,72,null,null,2
713,La Pepa de Oro,Ecuador,2011,Ecuador,Vinces,60,null,null,3
2186,La Rifa,Mexico,2018,Mexico,"Xoconusco, Chiapas, Coop CASFA",70,2,"B,S",3
2182,La Rifa,Mexico,2018,Mexico,"Almendra Blanca, Blanco Marfil, Jimenez Garcia",70,2,"B,S",4
2186,La Rifa,Mexico,2018,Mexico,"Uranga, Chiapas, Jimenez Garcia farm",70,2,"B,S",4
1434,Laia aka Chat-Noir,France,2014,Cuba,Cuba,70,4,"B,S,C,L",3
1438,Laia aka Chat-Noir,France,2014,Blend,Trinidad-Tobago,68,4,"B,S,C,L",3
1590,Laia aka Chat-Noir,France,2015,Madagascar,"Madagascar, Batch 59/100",75,4,"B,S,C,L",3
1590,Laia aka Chat-Noir,France,2015,Vietnam,"Vietnam, Batch 50/100",75,4,"B,S,C,L",3
1590,Laia aka Chat-Noir,France,2015,Cuba,"Cuba, Batch 59/100",75,4,"B,S,C,L",3
1594,Laia aka Chat-Noir,France,2015,Ivory Coast,"Ivory Coast, Batch 56/100",75,4,"B,S,C,L",3
1590,Laia aka Chat-Noir,France,2015,Peru,"Peru, Batch 51/100",75,4,"B,S,C,L",3
1642,Laia aka Chat-Noir,France,2015,Brazil,"Bahia, Batch 148",75,4,"B,S,C,L",3
1638,Laia aka Chat-Noir,France,2015,Sao Tome,"Sao Tome, Batch 151",75,4,"B,S,C,L",4
1642,Laia aka Chat-Noir,France,2015,Vietnam,"Lam Dong, Batch 153",75,4,"B,S,C,L",4
927,Lajedo do Ouro,Brazil,2012,Brazil,Catongo,70,null,null,4
327,Lake Champlain (Callebaut),U.S.A.,2009,Tanzania,Tanzania,75,null,null,2
833,L'Amourette,U.S.A.,2012,Venezuela,Carenero Superior,75,5,"B,S,C,V,L",3
833,L'Amourette,U.S.A.,2012,Venezuela,Rio Caribe,75,5,"B,S,C,V,L",3
853,L'Amourette,U.S.A.,2012,Blend,"Peru, Ecuador, Venezuela",72,5,"B,S,C,V,L",3
1784,L'Amourette,U.S.A.,2016,Nicaragua,Rugoso,80,2,"B,S",4
2048,Land,U.K.,2018,Nicaragua,Nueva Guinea,71,3,"B,S,C",3
2048,Land,U.K.,2018,Honduras,San Pedro Sula,70,3,"B,S,C",3
2048,Land,U.K.,2018,Nicaragua,"Nicaliso, Bocay",73,3,"B,S,C",4
1972,Landmark (Amano),U.S.A.,2017,Bolivia,"Tranquilidad, Itinez Province",74,3,"B,S,C",4
2266,Legast,Belgium,2019,Colombia,"Chucuri, finca los lagos el Carmen",70,3,"B,S,C",3
2262,Legast,Belgium,2019,Costa Rica,Upala,70,3,"B,S,C",3
2266,Legast,Belgium,2019,Peru,Piura,70,3,"B,S,C",4
1371,Letterpress,U.S.A.,2014,Peru,Maranura,70,2,"B,S",4
1566,Letterpress,U.S.A.,2015,Costa Rica,San Andres,70,2,"B,S",3
1562,Letterpress,U.S.A.,2015,Bolivia,Beniamo,70,2,"B,S",3
1566,Letterpress,U.S.A.,2015,Dominican Republic,"La Red, Guaconejo",70,2,"B,S",3
1562,Letterpress,U.S.A.,2015,Trinidad,"San Juan Estate, Gran Couva",70,2,"B,S",4
1566,Letterpress,U.S.A.,2015,Tanzania,Kokoa Kamili,70,2,"B,S",4
1728,Letterpress,U.S.A.,2016,Liberia,Liberia,70,2,"B,S",3
1952,Letterpress,U.S.A.,2017,Belize,"Maya Mtn, Batch 18, Heirloom",70,2,"B,S",3
1952,Letterpress,U.S.A.,2017,Honduras,"La Masica, Batch 7, FHIA",70,2,"B,S",4
1984,Letterpress,U.S.A.,2017,Peru,Ucayali,70,3,"B,S,C",4
2122,Letterpress,U.S.A.,2018,Ghana,Ashanti,70,3,"B,S,C",4
2338,Letterpress,U.S.A.,2019,Jamaica,"Bachelor's Hall, batch 0001",70,3,"B,S,C",3
2442,Letterpress,U.S.A.,2019,Bolivia,"Tranquilidad, beniano",70,3,"B,S,C",3
2562,Letterpress,U.S.A.,2021,Sao Tome & Principe,"Satocao, limited ed., batch 2",70,3,"B,S,C",4
2562,Letterpress,U.S.A.,2021,U.S.A.,"Maui Kuia E., Hawaii, 2018-2019 h., batch 1",70,3,"B,S,C",4
1231,Levy,Finland,2014,Madagascar,Sambirano,71,3,"B,S,C",4
1856,Lilla,Finland,2016,Madagascar,Madagascar,70,2,"B,S",3
947,Lillie Belle,U.S.A.,2012,Blend,"Purple Haze, Venezuela, Dom. Rep.",75,2,"B,S",3
947,Lillie Belle,U.S.A.,2012,Dominican Republic,"The Other One, Grand Cru",74,2,"B,S",3
855,Lillie Belle,U.S.A.,2012,Peru,Perfect Illusion,65,2,"B,S",4
903,Lillie Belle,U.S.A.,2012,Bolivia,"Bolivia, Wild Thing",68,2,"B,S",4
947,Lillie Belle,U.S.A.,2012,Bolivia,Wild Thing,68,2,"B,S",4
903,Lillie Belle,U.S.A.,2012,Peru,La Selva,68,2,"B,S",4
157,Lindt & Sprungli,Switzerland,2007,Blend,Excellence (US Version),85,4,"B,S,C,V",3
2538,Lirio,U.S.A.,2020,Sierra Leone,"Gola Rainforest, batch 920",72,2,"B,S",2
2538,Lirio,U.S.A.,2020,India,"Anamalai, batch 970",72,2,"B,S",3
2538,Lirio,U.S.A.,2020,Vietnam,"Tien Giang, batch 970",72,2,"B,S",3
1049,Loiza,Puerto Rico,2013,Puerto Rico,Puerto Rico,65,5,"B,S,C,V,L",2
1093,Lonohana,U.S.A.,2013,U.S.A.,"O'ahu Island, Opaeula Estate, Nene, CG Exclusive",71,4,"B,S,C,V",3
1097,Lonohana,U.S.A.,2013,U.S.A.,"O'ahu Island, Opaeula Estate, Ele'ele",72,4,"B,S,C,V",3
1097,Lonohana,U.S.A.,2013,U.S.A.,"Hawai'i Island, Hawaiian Crown, Kona Vanilla",70,4,"B,S,C,V",4
1395,Lonohana,U.S.A.,2014,U.S.A.,"O'ahu Island, Haleiwa E, 2014",65,4,"B,S,C,V",3
1383,Lonohana,U.S.A.,2014,U.S.A.,"O'ahu Island, Haleiwa, Lonohana E., Kanahiku",70,2,"B,S",4
1395,Lonohana,U.S.A.,2014,U.S.A.,"O'ahu Island, Haleiwa E, 2014",75,4,"B,S,C,V",4
2590,Loon,U.S.A.,2021,Bolivia,Alto Beni,70,3,"B,S,C",3
2586,Loon,U.S.A.,2021,Belize,Maya Mountain,75,3,"B,S,C",3
1502,Love Bar,U.S.A.,2015,Nicaragua,Nicaragua,75,2,"B,S",2
2194,Love Brown,Taiwan,2018,Nicaragua,Medalla,75,2,"B,S",2
2194,Love Brown,Taiwan,2018,Sumatra,Sumatra,70,2,"B,S",3
2198,Love Brown,Taiwan,2018,Nicaragua,O'Payo,80,2,"B,S",3
2198,Love Brown,Taiwan,2018,Nicaragua,Chuno,78,2,"B,S",4
1976,Luisa Abram,Brazil,2017,Brazil,"Rio Purus, 2016 Harvest",81,2,"B,S",3
2238,Luisa Abram,Brazil,2018,Brazil,"Rio Acara, Wild Amazon",70,2,"B,S",3
2692,Luisa Abram,Brazil,2021,Brazil,Wild Jurua (limited edition for Caputo's),70,3,"B,S,C",3
2518,Luisa's Vegan,U.K.,2020,Papua New Guinea,Karkar Island,72,3,"B,S,C",3
552,Luker,Colombia,2010,Blend,"Selva, Colombia, Ecuador",46,5,"B,S,C,V,L",3
552,Luker,Colombia,2010,Blend,"Macondo, Colombia, Ecuador",60,5,"B,S,C,V,L",3
552,Luker,Colombia,2010,Blend,"Misterio, Colombia, Ecuador",58,5,"B,S,C,V,L",3
552,Luker,Colombia,2010,Colombia,Santander,65,5,"B,S,C,V,L",4
2506,Lumineux,U.S.A.,2020,India,"Kerala State, GoGround, batch 88",72,3,"B,S,C",3
2502,Lumineux,U.S.A.,2020,Madagascar,"Bejofo E., Sambirano, batch 115",73,3,"B,S,C",3
2502,Lumineux,U.S.A.,2020,Tanzania,"Kilombero Valley, batch 74",75,3,"B,S,C",3
2506,Lumineux,U.S.A.,2020,Uganda,"Semuliki Forest, Latitude Trading Co, batch 100",68,3,"B,S,C",3
2506,Lumineux,U.S.A.,2020,Ivory Coast,"Cote d'Ivoire, batch 83",67,3,"B,S,C",4
552,Machu Picchu Trading Co.,Peru,2010,Peru,Peru,55,null,null,2
721,Machu Picchu Trading Co.,Peru,2011,Peru,Peru,70,null,null,2
2426,MaDe Atlantic City Chocolate Bar,U.S.A.,2019,Uganda,Uganda,75,3,"B,S,C",2
2430,MaDe Atlantic City Chocolate Bar,U.S.A.,2019,Ghana,Ghana,75,3,"B,S,C",3
284,Madecasse (Cinagra),Madagascar,2008,Madagascar,Madagascar,67,5,"B,S,C,V,L",4
288,Madecasse (Cinagra),Madagascar,2008,Madagascar,Madagascar,75,5,"B,S,C,V,L",4
284,Madecasse (Cinagra),Madagascar,2008,Madagascar,Madagascar,70,5,"B,S,C,V,L",4
284,Madecasse (Cinagra),Madagascar,2008,Madagascar,Madagascar,63,5,"B,S,C,V,L",4
2664,Madhu,U.S.A.,2021,Colombia,Tumaco,70,2,"B,S",2
607,Madre,U.S.A.,2010,Mexico,"Chiapas, Triple Cacao",72,4,"B,S,C,V",3
672,Madre,U.S.A.,2011,Dominican Republic,Dominican,70,4,"B,S,C,V",2
693,Madre,U.S.A.,2011,Costa Rica,Upala,70,4,"B,S,C,V",3
991,Madre,U.S.A.,2012,U.S.A.,"Hawai'i Island, Hamakua Coast, Kokoleka",70,4,"B,S,C,V",3
995,Madre,U.S.A.,2012,U.S.A.,"Criollo, Hawaii",70,4,"B,S,C,V",3
995,Madre,U.S.A.,2012,U.S.A.,Kaua'i Island,70,4,"B,S,C,V",4
1085,Madre,U.S.A.,2013,Puerto Rico,Puerto Rico,70,4,"B,S,C,V",3
1089,Madre,U.S.A.,2013,U.S.A.,"Hawai'i Island, Choobua, Kona",70,4,"B,S,C,V",3
1089,Madre,U.S.A.,2013,Mexico,"Xocunusco, Chiapas, Pichucalco",70,4,"B,S,C,V",3
1085,Madre,U.S.A.,2013,Brazil,Brazil,70,4,"B,S,C,V",4
1940,Madre,U.S.A.,2017,Solomon Islands,Guadalcanal,73,2,"B,S",4
300,Maglio,Italy,2008,Tanzania,Africa,75,4,"B,S,C,V",2
308,Maglio,Italy,2008,Ecuador,Ecuador,70,4,"B,S,V,L",3
308,Maglio,Italy,2008,Cuba,Cuba,70,5,"B,S,C,V,L",3
308,Maglio,Italy,2008,Dominican Republic,Santo Domingo,70,5,"B,S,C,V,L",4
531,Majani,Italy,2010,Ecuador,Ecuador,70,4,"B,S,C,L",2
184,Malagasy (Chocolaterie Robert),Madagascar,2007,Madagascar,Sambirano 2006,75,4,"B,S,C,L",3
184,Malagasy (Chocolaterie Robert),Madagascar,2007,Madagascar,Mora Mora 2006,73,4,"B,S,C,L",4
1121,Malagos,Philippines,2013,Philippines,"Davao, Mt. Talamo foothills",65,5,"B,S,C,V,L",4
2226,Malai,Thailand,2018,Thailand,Chantaburi,70,3,"B,S*,C",3
311,Malie Kai (Guittard),U.S.A.,2009,U.S.A.,"O'ahu Island, N. Shore, Waialua Estate",55,5,"B,S,C,V,L",3
502,Malie Kai (Guittard),U.S.A.,2010,U.S.A.,"O'ahu Island, N. Shore, Waialua Estate w/ nibs",55,5,"B,S,C,V,L",4
1856,Malmo,Sweden,2016,Venezuela,Chuao,70,3,"B,S,C",3
821,Mana,U.S.A.,2012,Dominican Republic,Conacado,74,3,"B,S,C",4
1219,Mana,U.S.A.,2014,Peru,Peru,74,3,"B,S,C",2
1219,Mana,U.S.A.,2014,Venezuela,Venezuela,74,3,"B,S,C",3
1446,Mana,U.S.A.,2015,Ecuador,"Ecuador, batch 1212",74,2,"B,S",2
1331,Manifesto Cacao,Colombia,2014,Colombia,Colombia,70,4,"B,S,C,L",3
1007,Manoa,U.S.A.,2012,U.S.A.,"Hawai'i Island, Hamakua, Hawaiian Crown, b. 176",72,3,"B,S,C",3
1007,Manoa,U.S.A.,2012,Peru,"Piura, batch 173",72,3,"B,S,C",3
1003,Manoa,U.S.A.,2012,Liberia,"Liberia, batch 174",72,3,"B,S,C",3
1007,Manoa,U.S.A.,2012,U.S.A.,"O'ahu Island, Winward,Maunawili district, b. 151",72,3,"B,S,C",3
1089,Manoa,U.S.A.,2013,U.S.A.,"O'ahu Island, Waiahole, b. 182",72,3,"B,S,C",4
1522,Manoa,U.S.A.,2015,Papua New Guinea,Markham Valley,72,3,"B,S,C",4
1522,Manoa,U.S.A.,2015,Costa Rica,Coto Brus,72,3,"B,S,C",4
2032,Manoa,U.S.A.,2017,Peru,Ucayali,70,3,"B,S,C",3
2442,Manoa,U.S.A.,2019,U.S.A.,"Hawai'i Island, Hilo and Kona regions",70,3,"B,S,C",4
871,Manufaktura Czekolady,Poland,2012,Dominican Republic,Grand Cru Dominican Republic,70,2,"B,S",3
875,Manufaktura Czekolady,Poland,2012,Ecuador,Grand Cru Ecuador,70,2,"B,S",3
871,Manufaktura Czekolady,Poland,2012,Ghana,Grand Cru Ghana,70,2,"B,S",4
1279,Manufaktura Czekolady,Poland,2014,Colombia,Kolumbia,85,2,"B,S",4
1255,Manufaktura Czekolady,Poland,2014,Venezuela,Porcelana,70,2,"B,S",4
1848,Manufaktura Czekolady,Poland,2016,Peru,Peru,70,3,"B,S,C",4
1844,Manufaktura Czekolady,Poland,2016,Nicaragua,Johe,70,3,"B,S,C",4
1606,Map Chocolate,U.S.A.,2015,Trinidad,"San Juan Estate, Cherry Blossoms at Night",70,3,"B,S,C",3
1610,Map Chocolate,U.S.A.,2015,Colombia,Colombia,75,3,"B,S,C",3
1610,Map Chocolate,U.S.A.,2015,Tanzania,"Kakoa Kamili, Both Man & Bird & Beast",72,3,"B,S,C",3
1474,Map Chocolate,U.S.A.,2015,Dominican Republic,"ROIG, 2014",70,3,"B,S,C",4
1474,Map Chocolate,U.S.A.,2015,Peru,"Maranon, 2014",62,3,"B,S,C",4
1478,Map Chocolate,U.S.A.,2015,Ecuador,Ecuador,70,3,"B,S,C",4
1606,Map Chocolate,U.S.A.,2015,Nicaragua,"A case of the Xerces Blues, triple roast",70,3,"B,S,C",4
1606,Map Chocolate,U.S.A.,2015,Peru,"Tumbes, Dear Mr. Finley, 2014",68,3,"B,S,C",4
1634,Map Chocolate,U.S.A.,2015,Honduras,Le Chocolat Chaud,78,3,"B,S,C",4
1896,Map Chocolate,U.S.A.,2016,Vietnam,"Ben Tre, Surprise Valley",75,3,"B,S,C",3
1956,Map Chocolate,U.S.A.,2017,Vietnam,"Lam Dong, ""Red Poppy""",73,2,"B,S",3
2262,Map Chocolate,U.S.A.,2018,Blend,"""Peace of Wild Things""",72,3,"B,S,C",3
2262,Map Chocolate,U.S.A.,2018,Mexico,"Tabasco, ""Late for the Train"", batch 12184",72,3,"B,S,C",3
2040,Map Chocolate,U.S.A.,2018,Dominican Republic,Zorzal Reserve,72,3,"B,S,C",4
1884,Marana,Peru,2016,Peru,Cusco,70,3,"B,S,C",3
2610,Marana,Peru,2021,Peru,"San Martin, Allima coop",80,3,"B,S,C",3
2610,Marana,Peru,2021,Peru,"Piura, Norandino coop, cacao blanco",70,3,"B,S,C",4
2598,Maribea,U.S.A.,2021,Mexico,Tabasco,72,3,"B,S,C",3
2598,Maribea,U.S.A.,2021,Bolivia,"Alto Beni, Walikewa",72,3,"B,S,C",3
2598,Maribea,U.S.A.,2021,Brazil,"Bahia, Catongo",72,3,"B,S,C",3
1808,Marigold's Finest,Canada,2016,Blend,Cacao Nib Crunch,75,2,"B,S",3
2158,Markham & Fitz,U.S.A.,2018,Haiti,"Pisa, batch 58",75,2,"B,S",3
895,Marou,Vietnam,2012,Vietnam,Tien Giang,80,3,"B,S,C",3
845,Marou,Vietnam,2012,Vietnam,Ba Ria,76,3,"B,S,C",4
845,Marou,Vietnam,2012,Vietnam,Dong Nai,72,3,"B,S,C",4
845,Marou,Vietnam,2012,Vietnam,"Tien Giang, Gao Co-op",70,3,"B,S,C",4
849,Marou,Vietnam,2012,Vietnam,Ben Tre,78,3,"B,S,C",4
955,Marou,Vietnam,2012,Vietnam,Lam Dong,74,3,"B,S,C",4
1149,Marou,Vietnam,2013,Vietnam,"Tan Phu Dong, Treasure Island",75,3,"B,S,C",4
1650,Marou,Vietnam,2015,Vietnam,"Tan Phu Dong Island, Heart of Darkness",85,2,"B,S",3
1650,Marou,Vietnam,2015,Vietnam,Ben Tre,68,2,"B,S",4
1650,Marou,Vietnam,2015,Vietnam,"Dak Lak, Batch 2451",70,2,"B,S",4
2258,Marou,Vietnam,2018,Vietnam,"Dak Nong, Tam Farm",75,3,"B,S,C",4
537,Mars,U.S.A.,2010,Costa Rica,"Matina 1-6, prototype",65,null,null,3
544,Mars,U.S.A.,2010,Ivory Coast,"Ivory Coast, prototype",65,null,null,3
544,Mars,U.S.A.,2010,Nigeria,"Nigeria, prototype",65,null,null,3
544,Mars,U.S.A.,2010,Ghana,"Ghana, prototype",65,null,null,4
1189,Marsatta,U.S.A.,2013,Dominican Republic,Dominican Republic,74,4,"B,S,C,V",2
1189,Marsatta,U.S.A.,2013,Dominican Republic,Dominican Republic,89,4,"B,S,C,V",2
1836,Martin Mayer,Austria,2016,Bolivia,Alto Beni,76,3,"B,S,C",3
1836,Martin Mayer,Austria,2016,Haiti,Pisa,82,3,"B,S,C",3
1836,Martin Mayer,Austria,2016,Colombia,Tumaco,74,3,"B,S,C",3
572,Mast Brothers,U.S.A.,2010,Venezuela,Patanemo,81,2,"B,S",3
572,Mast Brothers,U.S.A.,2010,Venezuela,Ocumare de la Costa,75,2,"B,S",3
572,Mast Brothers,U.S.A.,2010,Dominican Republic,"Dominican Republic, Coop",70,2,"B,S",3
713,Mast Brothers,U.S.A.,2011,Venezuela,"Chuao, Light Roast",81,2,"B,S",3
777,Mast Brothers,U.S.A.,2011,Papua New Guinea,Papua New Guinea,71,2,"B,S",3
701,Mast Brothers,U.S.A.,2011,Venezuela,"Chuao, Med. Roast",76,2,"B,S",3
709,Mast Brothers,U.S.A.,2011,Venezuela,"Chuao, Dark Roast",70,2,"B,S",3
777,Mast Brothers,U.S.A.,2011,Peru,San Martin,75,2,"B,S",3
777,Mast Brothers,U.S.A.,2011,Dominican Republic,Conacado,73,2,"B,S",3
672,Mast Brothers,U.S.A.,2011,Blend,Brooklyn Blend,72,2,"B,S",4
773,Mast Brothers,U.S.A.,2011,Belize,Moho River,70,2,"B,S",4
777,Mast Brothers,U.S.A.,2011,Dominican Republic,"La Red de Guanconejo, N. Highlands coop",74,2,"B,S",4
999,Mast Brothers,U.S.A.,2012,Blend,Madagascar,72,2,"B,S",2
999,Mast Brothers,U.S.A.,2012,Venezuela,Chuao,73,2,"B,S",3
959,Mast Brothers,U.S.A.,2012,Blend,"Shake Shack, Peru, Mad., Dom. Rep.",73,2,"B,S",4
1359,Mast Brothers,U.S.A.,2014,Blend,"French Laundry 20th Anniversary, Peru, Belize",75,2,"B,S",4
1450,Mast Brothers,U.S.A.,2015,Guatemala,Guatemala,76,2,"B,S",3
1450,Mast Brothers,U.S.A.,2015,Tanzania,Tanzania,74,2,"B,S",3
1177,Matale,Australia,2013,Vanuatu,"Malekula P., 2013",72,3,"B,S,C",4
1181,Matale,Australia,2013,Blend,"PNG, Vanuatu, Mad; 2013 h.",70,3,"B,S,C",4
1177,Matale,Australia,2013,Madagascar,"Somia, 2013",68,3,"B,S,C",4
1177,Matale,Australia,2013,Papua New Guinea,"Kulili P., 2013",74,3,"B,S,C",4
