ID,Gender,Age,Customer_Type,Type_of_Travel,Class,Flight_Distance,Departure_Delay,Arrival_Delay,Rating,user_id,batch_id,processing_date
4988.0,Male,26.0,nan,BUSINESS,Business,502,53,52.0,2.0,5023,4202,NOISE_956
4989.0,Male,25.0,  First-time  ,Business,Business,502,0,0.0,0.0,7977,4520,NOISE_467
4990.0,Female,7.0,  Returning  ,Business,Business,502,17,2.0,2.0,4613,3001,NOISE_901
4991.0,Female,,First time,Business,Business,502,0,0.0,0.0,5564,6763,NOISE_715
4992.0,Male,54.0,Returning,Business,Business,2329,0,5.0,4.0,9166,1043,NOISE_861
4993.0,Male,62.0,Returning,  Business  ,Business,3054,0,0.0,4.0,4202,3766,NOISE_520
4994.0,M,27.0,Returning,Business,Business,3450,0,0,4.0,7558,7310,NOISE_465
4995.0,Female,27.0,Returning,Business,Business,502,13,53.0,1.0,8546,8466,NOISE_255
4996.0,Male,,  First-time  ,  Business  ,Economy,502,35,44.0,2.0,2583,8777,NOISE_700
4997.0,Male,22.0,  First-time  ,Business,Economy,502,0,9.0,1.0,1818,6167,NOISE_776
4998.0,Female,21.0,nan,Business,Economy,502,43,49.0,1.0,7440,1247,NOISE_647
4999.0,Female,41.0 years,Returning,Business,Business,502,7,5.0,4.0,3643,8052,NOISE_248
5000.0,Male,32.0,  Returning  ,Business,  Business  ,3174,0,0.0,2.0,1505,6019,NOISE_652
5001.0,Female,48.0,  Returning  ,Business,  Economy  ,502,116,162.0,1.0,2247,1195,NOISE_990
5002.0,Male,44.0,Returning,Business,Economy,502,0,0.0,4.0,2906,9268,NOISE_942
5003.0,Male,36.0,RETURNING,Business,Business,3215,68,66.0,1.0,6826,9916,NOISE_426
5004.0,male,121.0,Returning,Business,  Business  ,3004,0,0.0,3.0,9306,1522,NOISE_195
5005.0,Female,,  Returning  ,Business,Business,2062,0,0.0,2.0,9229,4662,NOISE_689
5006.0,Male,22.0,First-time,Business,economy,102,0 years,0.0,5.0,8117,7529,NOISE_658
5007.0,Male,27.0,First-time,Business,  Economy  ,502,0,2.0,4.0,8405,9289,NOISE_507
5008.0,Female,61.0,nan,Personal,ECONOMY,502,19,31.0,3.0,7275,7041,NOISE_564
5009.0,Male,9.0,Returning,personal,Economy,502,21,43.0,3.0,7844,1965,NOISE_469
5010.0,MALE,18.0,Returning,  Personal  ,Economy,502,0,0.0,4.0,3278,1878,NOISE_556
5011.0,MALE,9.0,Returning,  Personal  ,Economy,502,158,160.0,5.0,6580,9238,NOISE_774
5012.0,MALE,39.0,  Returning  ,  Personal  ,  Economy  ,502,0,38.0,5.0,1889,2012,NOISE_503
5013.0,Male,54.0 years,RETURNING,  Personal  ,Economy,502,0,23.0,5.0,7301,9202,NOISE_970
5014.0,Female,69.0,  Returning  ,Personal,Economy,502,0,0.0,5.0,2356,4870,NOISE_102
5015.0,male,49.0,nan,  Personal  ,Economy Plus,502,0,15.0,105.0,5177,2553,NOISE_925
5016.0,Male,58.0,Returning,Personal,Economy Plus,502,0,0.0,5.0,2366,5518,NOISE_546
5017.0,Male,11.0,Returning,Personal,Economy Plus,502,0,0.0,4.0,8348,3013,NOISE_271
5018.0,Male,,First-time,Business,  Business  ,224,9,29.0,2.0,9310,3926,NOISE_392
5019.0,Male,45.0,  Returning  ,Business,Business,2910,0,0.0,5.0,2116,4143,NOISE_517
5020.0,male,38.0,First-time,Business,Business,235 years,0,0.0,4.0,8767,1969,NOISE_633
5021.0,male,-1.0,  Returning  ,Business,  BUSINESS  ,2890,0,0.0,4.0,2820,5058,NOISE_498
5022.0,Male,54.0,Returning,Business,Business,1966,0,0.0 years,2.0,1930,5204,NOISE_616
5023.0,Female,45.0,Returning,  Business  ,Business,1708,0 years,6.0,2.0,3221,4607,NOISE_597
5024.0,Male,24.0,First-time,Business,Economy,235,12 years,9.0,4.0,3035,4690,NOISE_533
5025.0,Male,,Returning,  Personal  ,Business,137,20,37.0,0.0,6679,8854,NOISE_910
5026.0,Female,48.0,  Returning  ,Personal,Business,303,0,2.0,4.0,6667,1884,NOISE_295
5027.0,Female,29.0,Returning,Business,Business,235,3,32.0,4.0,6863,3353,NOISE_952
5028.0,Male,37.0,Returning,  Business  ,BUSINESS,3236,-93,102.0,3.0,2113,9882,NOISE_397
5029.0,Male,,nan,  Business  ,Business,2763,0,10.0,0.0,2149,8393,NOISE_154
5030.0,Female,44.0,  Returning  ,Business,Business,3932,0,16.0,4.0,1952,3300,NOISE_756
5031.0,Male,55.0,Returning,Business,Business,3407,17,24.0,3.0,9789,9005,NOISE_832
5032.0,Male,43.0,Returning,Business,Business,1951,2,0.0,2.0,5839,4725,NOISE_685
5033.0,Female,56.0,Returning,business,Business,223,1,3.0,2.0,8020,1055,NOISE_942
5034.0,Female,51.0,Returning,  Business  ,Business,1658,19,20.0,2.0,4445,5863,NOISE_149
5035.0,Male,26.0,First-time,  Business  ,Business,235,0,5.0,0.0,3295,3011,NOISE_137
5036.0,Male,36.0,Returning,  Business  ,  Business  ,3163,102,103.0,4.0,7970,5011,NOISE_475
5037.0,Female,48.0 years,nan,Business,Business,2629,0,0.0,5.0,5696,8873,NOISE_802
5038.0,Female,,  Returning  ,Business,Business,3310,1,40.0,1.0,5504,4513,NOISE_567
5039.0,Male,53.0,Returning,Business,Business,235 years,0,13.0,3.0,6815,4197,NOISE_636
5040.0,Male,40.0,Returning,Business,  Business  ,235,33,17.0,2.0,6512,2209,NOISE_389
5041.0,Female,22.0,Returning,BUSINESS,  Business  ,2857,46,51.0,1.0,8461,1896,NOISE_451
5042.0,Female,59.0,nan,Business,BUSINESS,235,0,0.0,3.0,1503,3815,NOISE_104
5043.0,Male,42.0,Returning,Business,  Business  ,235,0,0.0,1.0,8424,6261,NOISE_219
5044.0,Male,29,  First-time  ,Business,Economy,122,0,0.0,2.0,5747,3044,NOISE_393
5045.0,Male,41.0,Returning,Business,Business,2387,0,36.0 years,-1.0,8669,8727,NOISE_598
5046.0,Female,51.0,Returning,Business,  Business  ,3437,1,2.0,5.0,4008,1915,NOISE_652
5047.0,Male,25.0,First-time,Business,Business,235,1,6.0,2.0,9491,6096,NOISE_871
5048.0,Female,44.0,Returning,Business,Business,2937,20,71.0,0.0,6077,1800,NOISE_267
5049.0,Male,60.0,RETURNING,  Business  ,BUSINESS,303,0,0.0,3.0,6517,6008,NOISE_882
5050.0,Female,45.0,nan,  Business  ,Business,2673,0,0.0,3.0,1696,5674,NOISE_687
5051.0,Female,42.0,First-time,Business,Business,224,9,37.0,2.0,3409,4261,NOISE_760
5052.0,Male,50.0,Returning,Business,Business,235,27,40.0,5.0,3538,7218,NOISE_904
5053.0,Female,51.0,nan,Business,  Business  ,2733,18,13.0,1.0,7841,2897,NOISE_294
5054.0,Female,37.0,Returning,Business,Economy,235,154,140.0,4.0,5069,8938,NOISE_197
5055.0,Female,33.0,  First-time  ,Business,Business,223,1,0.0,3.0,8402,8413,NOISE_901
5056.0,Male,27.0 years,First-time,Business,Business,223 years,0,0.0,0.0,8821,7264,NOISE_391
5057.0,Male,220.0,Returning,  Business  ,Business,3559,0,14.0,2.0,8910,9503,NOISE_391
5058.0,Male,57,  Returning  ,Business,BUSINESS,3929,0,0.0 years,5.0,3134,8660,NOISE_508
5059.0,Female,52.0,Returning,Business,Business,3394,0,25.0,2.0,7477,5986,NOISE_975
5060.0,Male,-100.0,First-time,  Business  ,Economy,223,0,0.0,5.0,5417,5669,NOISE_795
5061.0,Female,23.0,First-time,Business,Business,235 years,0,0.0,0.0,3453,8260,NOISE_263
5062.0,Male,22.0,FirstTime,Business,Economy,303,0,25.0,6.0,8467,6694,NOISE_649
5063.0,Female,25.0,First-time,Business,  Business  ,235,0,0.0,5.0,4432,1028,NOISE_960
5064.0,Male,33.0,Returning,BUSINESS,  Business  ,-3364,43,38.0,3.0,4709,7003,NOISE_386
5065.0,Male,56.0,First-time,Business,  Business  ,235,0,0.0,3.0,5117,6977,NOISE_602
5066.0,Male,54.0,Returning,Business,Business,137,23,14.0,4.0,1145,2037,NOISE_329
5067.0,Male,52.0,Returning,Business,Business,2474,101 years,68.0,5.0,5053,6245,NOISE_747
5068.0,Female,46.0,Returning,BUSINESS,Business,122,0,0.0,3.0,7984,3549,NOISE_135
5069.0,MALE,64.0,Returning,  Business  ,Economy,223,6,0.0,3.0,7196,2973,NOISE_614
5070.0,Male,35,Returning,Business,Economy,224,0,0.0,5.0,8060,8112,NOISE_959
5071.0,Male,60.0,Returning,Business,  Economy  ,-303,0 years,25.0,3.0,9657,5434,NOISE_391
5072.0,Male,40.0,Returning,Business,Business,235,24,21.0,2.0,3742,5025,NOISE_783
5073.0,Female,52.0,Returning,Business,Business,2315,0,0.0,5.0,5099,3297,NOISE_453
5074.0,Male,21.0,First-time,  Business  ,Economy,223,0,4.0,5.0,7140,8505,NOISE_533
5075.0,Male,43.0,Returning,Business,Business,223,68,124.0,3.0,2777,1466,NOISE_316
5076.0,male,26.0,First-time,  Business  ,Economy,223,14,30.0,3.0,4991,4764,NOISE_580
5077.0,Male,53,nan,Business,  Economy  ,235,0,0.0,,6108,4228,NOISE_259
5078.0,Male,39.0,  Returning  ,Business,  Economy  ,235,50,65.0,3.0,3771,1553,NOISE_237
5079.0,M,25.0,First-time,Business,Business,223,23,25.0 years,3.0,6463,8404,NOISE_109
5080.0,Female,42.0,First-time,Business,Economy,235,0,9.0,3.0,7340,9861,NOISE_987
5081.0,Male,37.0,First-time,Business,Business,224,0,14.0,1.0,4130,4140,NOISE_738
5082.0,Female,66.0,Returning,business,Economy,235,116,216.0,2.0,6847,8954,NOISE_992
5083.0,M,,  Returning  ,Business,Business,3662,0,0.0,5.0,1328,8799,NOISE_922
5084.0,Female,25.0,nan,  Business  ,Economy,137,0,0.0,1.0,9926,3604,NOISE_473
5085.0,Female,74.0,  Returning  ,Business,Business,235,5,0.0 years,1.0,8270,8642,NOISE_275
5086.0,Female,63.0,Returning,Business,Business,"3,145",0,1.0,1.0,8317,7854,NOISE_307
5087.0,Male,25.0,First-time,  Business  ,Business,224,0,2.0,4.0,2236,5496,NOISE_481
5088.0,Male,-1.0,nan,  BUSINESS  ,Economy,235,0,0.0,4.0,6505,4697,NOISE_909
5089.0,Female,35.0,Returning,Business,Business,3910,0,1.0,3.0,2696,1515,NOISE_523
5090.0,Female,37.0,Returning,Business,Economy,235,0,22.0,,6306,2242,NOISE_886
5091.0,Female,33.0 years,RETURNING,Business,Business,2594,0,2.0,3.0,7683,8751,NOISE_561
5092.0,Male,52.0,  Returning  ,business,Economy,122,0,0.0,1.0,5946,2988,NOISE_356
5093.0,Male,36.0,FirstTime,Business,Business,224,0,4.0,4.0,3109,2855,NOISE_355
5094.0,Male,15.0,Returning,  Personal  ,  Economy  ,122,8,21.0,4.0,2318,9555,NOISE_428
5095.0,Female,10.0,Returning,Personal,Economy,224,95,-94.0,4.0,8359,4864,NOISE_634
5096.0,Female,41,Returning,Personal,Economy,223,2,0.0,2.0,7187,8046,NOISE_380
5097.0,M,53.0,First-time,PERSONAL,  Economy  ,235,0,7.0,3.0,2771,6638,NOISE_699
5098.0,Female,21.0,Returning,Personal,Economy,235,0,0.0,5.0,3783,6743,NOISE_325
5099.0,Male,-1.0,Returning,Personal,Economy,235,0,0.0,4.0,8356,3465,NOISE_372
5100.0,Male,28.0,Returning,  Personal  ,Economy,235,0,0.0,5.0,1050,5752,NOISE_112
5101.0,Female,8.0,nan,Personal,Economy,122,0,0.0,1.0,8794,5849,NOISE_374
5102.0,Female,121.0,  Returning  ,Personal,  economy  ,122,0,0.0,4.0,2738,7649,NOISE_889
5103.0,Male,28.0,RETURNING,Personal,  Economy  ,223,8 years,2.0,5.0,9699,7026,NOISE_746
5104.0,Female,18.0,Returning,  Personal  ,Economy,223,0,0.0,4.0,9688,6033,NOISE_641
5105.0,Male,59.0,Returning,Personal,Economy,235,0,0.0,4.0,4191,4306,NOISE_828
5106.0,Male,66.0,Returning,Personal,Economy,223,0,0.0,5.0,6082,2062,NOISE_791
5107.0,Female,59.0,  Returning  ,  Personal  ,Economy,235,0,0.0,5.0,7084,5151,NOISE_958
5108.0,M,41.0,  Returning  ,  Personal  ,Economy,224,0,0.0,5.0,1096,1211,NOISE_653
5109.0,Male,14.0,RETURNING,Personal,Economy,235,92,78.0,105.0,2818,9982,NOISE_580
5110.0,Male,57.0,Returning,Personal,Economy,235,7,4.0,3.0,7092,3157,NOISE_792
5111.0,Male,68.0,nan,Personal,Economy,235,0,4.0,4.0,6768,8130,NOISE_237
5112.0,Female,44.0,Returning,personal,Economy,122,0,0.0,5.0,5529,3502,NOISE_224
5113.0,Female,,Returning,  Personal  ,economy,235,0,0.0,3.0,3132,8793,NOISE_578
5114.0,Male,10.0,Returning,  Personal  ,Economy,224,0,0.0,4.0,9456,4082,NOISE_481
5115.0,Male,7.0,returning,Personal,Economy,137,19,43.0,1.0,4300,9816,NOISE_606
5116.0,Male,17.0,Returning,Personal,Economy,122,0,0.0,3.0,5330,9131,NOISE_866
5117.0,Male,65,Returning,  Personal  ,Economy,235,0,0.0,5.0,4131,9827,NOISE_205
5118.0,Male,9.0,Returning,Personal,Economy,303,0,0.0,4.0,9948,8602,NOISE_237
5119.0,Male,46.0,Returning,business,Business,"2,766",0,11.0,5.0,7774,7899,NOISE_717
5120.0,Male,47.0,nan,Business,Business,122,0,0.0,4.0,2287,9840,NOISE_452
5121.0,Female,38.0,Returning,Business,Business,3055,0,70.0,1.0,6466,2459,NOISE_627
5122.0,Female,49.0,Returning,Business,Economy Plus,235,0,0.0,1.0,4948,8667,NOISE_579
5123.0,Female,35.0,Returning,Business,Business,122,84,83.0,4.0,9972,7430,NOISE_698
5124.0,Female,55.0,  Returning  ,  business  ,Business,3048,0,0.0,4.0,3740,8156,NOISE_203
5125.0,Female,,  First-time  ,Business,Economy,235,0 years,0.0,,3593,3310,NOISE_849
5126.0,Female,51.0,Returning,Business,Business,3549,0,0.0,2.0,8917,7930,NOISE_826
5127.0,Male,27,First-time,Business,Economy Plus,303,0,0.0,4.0,7762,2934,NOISE_144
5128.0,Female,25.0,Returning,Business,Economy Plus,235,0,0.0,2.0,1314,2671,NOISE_448
5129.0,Female,22.0,returning,Personal,  Economy Plus  ,235,0,0.0,4.0,2878,6684,NOISE_916
5130.0,Female,40.0,Returning,Personal,Economy Plus,235,0,0.0,4.0,8327,8551,NOISE_269
5131.0,Male,121.0,  Returning  ,  Personal  ,Economy Plus,137,82,85.0,0.0,2906,3137,NOISE_603
5132.0,M,41.0 years,Returning,Personal,Economy Plus,235 years,0,3.0,2.0,3992,9555,NOISE_455
5133.0,Female,16.0,Returning,Personal,Economy Plus,235,0,0.0,4.0,4504,2155,NOISE_486
5134.0,Female,34.0,Returning,Personal,Economy Plus,303,49,50.0 years,5.0,6867,3594,NOISE_135
5135.0,Male,56.0,nan,Business,Business,184,0,0.0,4.0,6947,5177,NOISE_273
5136.0,Female,58.0,Returning,Business,  Business  ,184,14,,1.0,2148,3572,NOISE_226
5137.0,Female,70.0,Returning,Personal,Economy,184,3,0.0,4.0,1809,8187,NOISE_510
5138.0,Male,53.0,  Returning  ,Personal,Economy,184,0,0.0,5.0,2672,3288,NOISE_772
5139.0,Female,19.0,  Returning  ,Business,Economy Plus,184 years,67,43.0,5.0,5459,3694,NOISE_755
5140.0,Female,,First-time,Business,Business,622,0,0.0,4.0,8505,1523,NOISE_813
5141.0,Female,21.0,Returning,Business,Business,2739,4,12.0,4.0,9090,6213,NOISE_176
5142.0,Male,45.0,nan,Business,  Business  ,2253,5,4.0,5.0,3602,4219,NOISE_894
5143.0,Male,45.0,Returning,Business,Business,622,40,53.0,2.0,3635,4560,NOISE_106
5144.0,Female,52.0,Returning,BUSINESS,Business,622,0,0.0,3.0,9893,6122,NOISE_381
5145.0,Female,51.0,  Returning  ,Business,Business,622,51,81.0,2.0,7632,5359,NOISE_338
5146.0,Female,47.0,  Returning  ,  Business  ,  Economy  ,622,85,97.0,2.0,1712,8995,NOISE_836
5147.0,Male,42.0,Returning,Business,Economy,622,0,0.0,-100.0,6126,9795,NOISE_856
5148.0,Male,25.0,FirstTime,  Business  ,Business,622,8,8.0,0.0,1717,5220,NOISE_713
5149.0,Male,51,Returning,Business,Business,-622 years,0,0.0,5.0,9102,5881,NOISE_482
5150.0,Male,27.0,  First-time  ,Business,Economy,622,28,42.0,0.0,6203,5637,NOISE_320
5151.0,Male,40.0,Returning,  Business  ,Business,3699,0,0.0,5.0,2431,5597,NOISE_206
5152.0,Male,62.0,Returning,  Personal  ,Economy,622,0,0.0,5.0,9576,9068,NOISE_662
5153.0,M,24.0 years,  Returning  ,Personal,Economy,622,1,2.0,4.0,7658,7931,NOISE_779
5154.0,Male,60.0,nan,  Personal  ,ECONOMY,622,0,0.0,3.0,3649,4809,NOISE_304
5155.0,Female,68.0,Returning,Personal,Economy,622,17,19.0,3.0,7328,6064,NOISE_923
5156.0,MALE,67.0,Returning,personal,Economy,622,0,33.0,4.0,4787,2839,NOISE_969
5157.0,Female,52.0,Returning,Personal,  Economy  ,622,0,0.0,4.0,3555,1273,NOISE_427
5158.0,MALE,68.0,  Returning  ,Personal,  Economy  ,622,15,6.0,4.0,9069,7262,NOISE_263
5159.0,Male,45.0 years,nan,Personal,Economy,622,0,0.0,1.0,1721,4814,NOISE_382
5160.0,Male,60.0,Returning,Personal,Economy,622,0,0.0,4.0,2042,6174,NOISE_710
5161.0,Female,53.0,Returning,Business,business,2959,7,12.0,3.0,2370,6157,NOISE_881
5162.0,M,69.0,First-time,Business,Business,222,0,1.0,1.0,6809,7277,NOISE_241
5163.0,Male,23.0,  First-time  ,Business,  Business  ,383,0,-0.0,0.0,3507,2609,NOISE_970
5164.0,Female,47.0,Returning,Business,Business,1523,0,0.0,0.0,5552,6316,NOISE_723
5165.0,Female,56.0,Returning,Business,Business,285,0,0.0,1.0,6796,7459,NOISE_111
5166.0,Male,57.0,  Returning  ,Business,Business,3809,0,0.0,0.0,4540,2253,NOISE_882
5167.0,male,60.0,Returning,BUSINESS,Business,3967,0,0.0,4.0,5576,8086,NOISE_702
5168.0,Female,56.0,nan,Business,Business,383,0,0.0,3.0,1781,4248,NOISE_826
5169.0,M,40.0,Returning,Business,Business,1651,0,0.0,1.0,9036,3686,NOISE_326
5170.0,Female,21.0,  First-time  ,Business,Economy,351,0,0.0,0.0,5570,3055,NOISE_583
5171.0,Female,,  Returning  ,Business,Business,1900,0,0.0,2.0,5330,8548,NOISE_317
5172.0,Male,28.0,Returning,  Business  ,Business,351,0,0.0,1.0,4125,5390,NOISE_959
5173.0,Female,42.0,Returning,Personal,Business,351,692,702.0,3.0,9110,5526,NOISE_210
5174.0,Female,43.0,  Returning  ,Personal,  Business  ,190,0,0,4.0,7308,1956,NOISE_451
5175.0,Female,44.0,Returning,Personal,Business,351,0,-0.0,5.0,4425,4532,NOISE_278
5176.0,Female,43.0,Returning,Personal,Business,383,1,9.0 years,4.0,7831,5614,NOISE_143
5177.0,Male,48.0,Returning,Personal,  Business  ,351,0 years,0.0,5.0,2790,3596,NOISE_670
5178.0,Female,37.0,Returning,Business,Business,293,0,-0.0,0.0,3461,3431,NOISE_351
5179.0,Female,46.0,Returning,Business,Business,3826,247,254.0,3.0,3977,3320,NOISE_311
5180.0,Male,22.0,nan,Business,Business,293,12,3.0,5.0,7758,9367,NOISE_863
5181.0,Female,44.0,Returning,Business,Business,3250,10,16.0,3.0,5321,2448,NOISE_476
5182.0,Male,36.0,  Returning  ,Business,Economy,293,2,0.0 years,5.0,5951,1757,NOISE_402
5183.0,Male,50.0,nan,Business,business,"2,977",0,5.0,1.0,6779,5326,NOISE_758
5184.0,MALE,39.0,Returning,business,Business,295,0,4,1.0,1267,1999,NOISE_325
5185.0,Male,21.0,First-time,  Business  ,Economy,383,0,0,5.0,7367,1536,NOISE_632
5186.0,Female,53.0,Returning,  Business  ,Business,295,0,0.0,-100.0,9370,1057,NOISE_883
5187.0,Female,46.0,  Returning  ,Business,Business,3052,0,0.0,3.0,9658,8980,NOISE_186
5188.0,Female,51.0,Returning,Business,Business,2355,12,12.0,1.0,8382,9141,NOISE_122
5189.0,Female,55.0,Returning,BUSINESS,Business,2065,0,0.0 years,,4296,1527,NOISE_773
5190.0,Male,49.0,Returning,Business,Business,295,0,0.0,0.0,4858,9758,NOISE_238
5191.0,Male,48.0,Returning,business,Business,293,52,59,2.0,4895,1747,NOISE_492
5192.0,Male,43.0,Returning,Business,  Business  ,383,0,0.0,3.0,6387,9854,NOISE_827
5193.0,Female,36.0,First-time,Business,  Business  ,190,3,0.0,2.0,8406,5990,NOISE_555
5194.0,Male,34.0,nan,Business,  Business  ,351 years,37,31.0,4.0,8749,6092,NOISE_535
5195.0,Male,48.0,Returning,Business,Business,285,0,0.0,1.0,6097,2724,NOISE_572
5196.0,Female,49.0,Returning,BUSINESS,Business,2788,0,0.0,,9303,1120,NOISE_622
5197.0,Female,36.0,First-time,Business,  Business  ,383,14,34.0,3.0,2171,8255,NOISE_235
5198.0,Female,51.0,Returning,  Business  ,Business,3061,40,46.0,4.0,4486,6147,NOISE_987
5199.0,Male,57.0,Returning,Business,Business,3697,45,32.0,3.0,3920,2216,NOISE_307
5200.0,Male,42.0,Returning,Business,  Business  ,3482,0,0.0,2.0,1346,1412,NOISE_269
5201.0,Male,51.0,RETURNING,business,Business,2917,4,2.0,3.0,7924,9001,NOISE_770
5202.0,Female,24.0,First-time,  Business  ,Economy,293,9,0.0,0.0,8096,2935,NOISE_303
5203.0,Male,-1.0,returning,Business,  Business  ,293,20,21.0,5.0,3634,6551,NOISE_645
5204.0,Male,34.0,nan,  Business  ,business,"2,723",0,2.0,1.0,7921,1186,NOISE_826
5205.0,Male,39.0,Returning,Business,Business,190,0,0.0,3.0,7010,6226,NOISE_723
5206.0,Male,45.0,nan,BUSINESS,  Business  ,1809,0,0.0,2.0,5758,6826,NOISE_506
5207.0,Female,62.0,Returning,Business,Business,2114,0,0.0,1.0,1402,1494,NOISE_163
5208.0,Male,49.0,Returning,Business,Business,3068,0,20.0,5.0,9483,7115,NOISE_350
5209.0,Male,39.0,Returning,  Business  ,Business,3625,2,1.0,5.0,5550,2499,NOISE_125
5210.0,Male,,  Returning  ,Business,Business,383,0,0.0,1.0,7594,5376,NOISE_494
5211.0,male,62.0,Returning,  Business  ,Business,3139,0,0.0,1.0,7944,9431,NOISE_665
5212.0,Male,44.0,First-time,Business,BUSINESS,351,0,0.0,3.0,4736,9040,NOISE_789
5213.0,Female,36.0,First-time,Business,business,293,0,0.0,2.0,9459,6675,NOISE_257
5214.0,Male,63.0 years,Returning,Business,Business,3438,0,0.0,5.0,2796,1428,NOISE_704
5215.0,Male,59.0 years,Returning,  Business  ,Business,351,0,0.0,1.0,7093,2486,NOISE_734
5216.0,Male,,  Returning  ,Business,Business,383,0,0.0,3.0,2745,1450,NOISE_691
5217.0,MALE,25,  First-time  ,Business,Business,383,0,0.0,,8190,8508,NOISE_415
5218.0,Male,58.0,Returning,Business,  Business  ,2029,0,0.0,3.0,1086,7484,NOISE_659
5219.0,Female,33.0,  Returning  ,Business,  Business  ,190,0,0.0,4.0,1908,5208,NOISE_832
5220.0,Male,,First-time,Business,BUSINESS,383,0,0.0,3.0,3743,8789,NOISE_897
5221.0,Male,58.0,nan,Business,Business,3109,0,0.0,1.0,7761,7534,NOISE_914
5222.0,Male,,Returning,Business,Business,2608,0,0.0,3.0,7124,1500,NOISE_197
5223.0,Female,61.0,  Returning  ,Business,BUSINESS,295,0,0.0,2.0,9168,2316,NOISE_170
5224.0,Female,52.0,Returning,Business,Business,2499,107,126.0,4.0,3926,4376,NOISE_835
5225.0,Male,32.0,Returning,business,  business  ,2434,4,5.0,1.0,6046,1976,NOISE_429
5226.0,Male,39.0,nan,Business,  Business  ,2616,0,0.0,5.0,4450,2016,NOISE_357
5227.0,Male,36.0,Returning,Business,Economy,293,2,0.0,5.0,3077,8426,NOISE_896
5228.0,Male,26.0,First-time,Business,  Business  ,351,4,11.0,4.0,3080,3782,NOISE_514
5229.0,Male,41,Returning,business,Business,285,0,9.0,1.0,5101,6730,NOISE_481
5230.0,Female,25.0,First-time,Business,  Business  ,293,29,53.0,-100.0,1788,2476,NOISE_215
5231.0,Female,49.0,Returning,Business,Business,3843,6,0.0,5.0,3332,7410,NOISE_511
5232.0,Male,39.0,Returning,  Business  ,  Economy  ,383,0,0.0,1.0,5501,6118,NOISE_262
5233.0,Male,41.0,Returning,Business,Economy,295,7,13.0,5.0,6766,6305,NOISE_608
5234.0,Female,39.0,Returning,Business,Business,295,0,0.0,1.0,9698,4910,NOISE_746
5235.0,Female,39.0,First-time,Business,  Business  ,351,0,0.0,3.0,4188,9904,NOISE_257
5236.0,Male,59.0,Returning,Business,Business,3912,125,121.0,4.0,8202,6574,NOISE_108
5237.0,Female,27.0,First-time,Business,  Business  ,293,5,4.0,2.0,2497,2618,NOISE_951
5238.0,Male,63.0,nan,Business,Economy,293,0,0.0,5.0,7523,4115,NOISE_712
5239.0,Female,,Returning,BUSINESS,Business,295,0,10.0,3.0,4409,5058,NOISE_150
5240.0,Female,,First-time,business,Economy,383,0,0.0,1.0,2232,4642,NOISE_695
5241.0,Female,38.0,First-time,  Business  ,  Economy  ,293,0,6.0,2.0,3916,7843,NOISE_215
5242.0,Female,48.0,Returning,Business,  Business  ,383,0,0.0,1.0,5178,2010,NOISE_907
5243.0,Male,52.0,returning,Business,Business,3975,0,0.0,4.0,7262,6510,NOISE_835
5244.0,MALE,39.0,Returning,Business,Business,3072,25,27.0,4.0,6125,6188,NOISE_754
5245.0,Male,45.0,nan,  Business  ,  Business  ,285,18,-11.0,0.0,8990,2778,NOISE_493
5246.0,Female,45.0,Returning,Business,Business,2364,0,0.0,2.0,1065,9165,NOISE_387
5247.0,Male,25.0,First-time,Business,Economy,383,12,12.0,3.0,5966,4918,NOISE_571
5248.0,Female,55.0,Returning,Business,Economy,190,0,0.0,3.0,3676,7624,NOISE_420
5249.0,Female,31.0,Returning,Business,Business,351,0,0,105.0,8430,2871,NOISE_855
5250.0,Male,61.0,Returning,Business,Economy,351,5,10.0,1.0,1381,2470,NOISE_565
5251.0,Female,57.0 years,Returning,Business,  Business  ,295,0,0.0,1.0,8714,7940,NOISE_873
5252.0,Male,,Returning,Business,Business,3836,0,0.0,3.0,7934,4345,NOISE_582
5253.0,Male,26.0,  First-time  ,  Business  ,  Economy  ,383,0,0.0,2.0,7113,9696,NOISE_996
5254.0,Male,39.0,  Returning  ,Business,Business,2513,0,0.0,1.0,1829,2170,NOISE_304
5255.0,Male,26.0,First-time,Business,Business,285,0,3.0,2.0,3251,5844,NOISE_720
5256.0,Male,24.0,nan,BUSINESS,Economy,293,26,26.0,4.0,3531,9725,NOISE_706
5257.0,Male,48.0,  Returning  ,Business,business,383,0,17.0,4.0,1137,8416,NOISE_300
5258.0,Male,44.0,First-time,Business,Economy,383,0,0,3.0,4355,5683,NOISE_726
5259.0,Male,42,  Returning  ,  Business  ,Economy,295 years,17,19.0,1.0,1853,1718,NOISE_672
5260.0,Female,22.0,First-time,Business,Economy,295,0,0.0,1.0,2064,7768,NOISE_458
5261.0,MALE,49.0,Returning,  Business  ,Economy,383,0,0.0,3.0,4627,8738,NOISE_546
5262.0,Female,,First-time,Business,Economy,351,0,0.0,0.0,7379,3921,NOISE_138
5263.0,Female,56.0,  Returning  ,Business,Business,1580,34,25.0,5.0,8088,7435,NOISE_419
5264.0,Male,16.0,First-time,  Business  ,  economy  ,351,0,0.0,1.0,3422,6918,NOISE_947
5265.0,Female,50.0,Returning,Personal,economy,351,0,0.0,4.0,3096,2480,NOISE_577
5266.0,M,55.0,nan,  Personal  ,Economy,293,0,0.0,4.0,2684,9538,NOISE_629
